Series Name,Series Code,Country Name,Country Code,,,,,,,,,,,,,,,,,,
SH.STA.MMRT.NE,CC BY-4.0,"Maternal mortality ratio (national estimate, per 100,000 live births)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.MNF.TECH.ZS.UN,CC BY-4.0,Medium and high-tech exports (% manufactured exports),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
NV.MNF.TECH.ZS.UN,CC BY-4.0,Medium and high-tech manufacturing value added (% manufacturing value added),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.CD.WT,CC BY-4.0,Merchandise exports (current US$),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.WL.CD,CC BY-4.0,Merchandise exports by the reporting economy (current US$),"Merchandise exports by the reporting economy are the total merchandise exports by the reporting economy to the rest of the world, as reported in the IMF's Direction of trade database. Data are in current U.S. dollars.",,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.RS.ZS,CC BY-4.0,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.AL.ZS,CC BY-4.0,Merchandise exports to economies in the Arab World (% of total merchandise exports),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.HI.ZS,CC BY-4.0,Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to high-income economies are the sum of merchandise exports from the reporting economy to high-income economies according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise exports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.R1.ZS,CC BY-4.0,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia and Pacific are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the East Asia and Pacific region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.R2.ZS,CC BY-4.0,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe and Central Asia are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Europe and Central Asia region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.R3.ZS,CC BY-4.0,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America and the Caribbean are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Latin America and the Caribbean region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.R4.ZS,CC BY-4.0,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Middle East and North Africa are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Middle East and North Africa region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.R5.ZS,CC BY-4.0,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the South Asia region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.R6.ZS,CC BY-4.0,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Sub-Saharan Africa region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.OR.ZS,CC BY-4.0,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region are the sum of merchandise exports from the reporting economy to other low- and middle-income economies in other World Bank regions according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise exports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TX.VAL.MRCH.WR.ZS,CC BY-4.0,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),Merchandise exports to low- and middle-income economies within region are the sum of merchandise exports from the reporting economy to other low- and middle-income economies in the same World Bank region as a percentage of total merchandise exports by the economy., increased knowledge from repeated interaction, and cultural and historical affinity. The direction of trade is also influenced by preferential trade agreements that a country has made with other economies. Though formal agreements on trade liberalization do not automatically increase trade," they nevertheless affect the direction of trade between the participating economies.""","Data on exports and imports are from the International Monetary Fund's (IMF) Direction of Trade database and should be broadly consistent with data from other sources, such as the United Nations Statistics Division's Commodity Trade (Comtrade) database. All high-income economies and major low- and middle-income economies report trade data to the IMF on a timely basis, covering about 85 percent of trade for recent years. Trade data for less timely reporters and for countries that do not report are estimated using reports of trading partner countries. Therefore, data on trade between developing and high-income economies should be generally complete. But trade flows between many low- and middle-income economies - particularly those in Sub-Saharan Africa - are not well recorded, and the value of trade among low- and middle-income economies may be understated.",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,
TM.VAL.MRCH.CD.WT,CC BY-4.0,Merchandise imports (current US$),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.WL.CD,CC BY-4.0,Merchandise imports by the reporting economy (current US$),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.RS.ZS,CC BY-4.0,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.AL.ZS,CC BY-4.0,Merchandise imports from economies in the Arab World (% of total merchandise imports),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.HI.ZS,CC BY-4.0,Merchandise imports from high-income economies (% of total merchandise imports),Merchandise imports from high-income economies are the sum of merchandise imports by the reporting economy from high-income economies according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.R1.ZS,CC BY-4.0,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia and Pacific are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the East Asia and Pacific region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.R2.ZS,CC BY-4.0,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Europe and Central Asia are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the Europe and Central Asia region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.R3.ZS,CC BY-4.0,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Latin America and the Caribbean are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the Latin America and the Caribbean region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.R4.ZS,CC BY-4.0,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Middle East and North Africa are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the Middle East and North Africa region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.R5.ZS,CC BY-4.0,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the South Asia region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.R6.ZS,CC BY-4.0,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the Sub-Saharan Africa region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.OR.ZS,CC BY-4.0,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region are the sum of merchandise imports by the reporting economy from other low- and middle-income economies in other World Bank regions according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TM.VAL.MRCH.WR.ZS,CC BY-4.0,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),Merchandise imports from low- and middle-income economies within region are the sum of merchandise imports by the reporting economy from other low- and middle-income economies in the same World Bank region according to the World Bank classification of economies. Data are as a percentage of total merchandise imports by the economy., increased knowledge from repeated interaction, and cultural and historical affinity. The direction of trade is also influenced by preferential trade agreements that a country has made with other economies. Though formal agreements on trade liberalization do not automatically increase trade," they nevertheless affect the direction of trade between the participating economies.""","Data on exports and imports are from the International Monetary Fund's (IMF) Direction of Trade database and should be broadly consistent with data from other sources, such as the United Nations Statistics Division's Commodity Trade (Comtrade) database. All high-income economies and major low- and middle-income economies report trade data to the IMF on a timely basis, covering about 85 percent of trade for recent years. Trade data for less timely reporters and for countries that do not report are estimated using reports of trading partner countries. Therefore, data on trade between developing and high-income economies should be generally complete. But trade flows between many low- and middle-income economies - particularly those in Sub-Saharan Africa - are not well recorded, and the value of trade among low- and middle-income economies may be understated.",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,
TG.VAL.TOTL.GD.ZS,CC BY-4.0,Merchandise trade (% of GDP),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CH4.ZG.AR5,CC BY-4.39,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CH4.MT.CE.AR5,CC BY-4.11,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CH4.AG.MT.CE.AR5,CC BY-4.12,Methane (CH4) emissions from Agriculture (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CH4.BU.MT.CE.AR5,CC BY-4.13,Methane (CH4) emissions from Building (Energy) (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CH4.FE.MT.CE.AR5,CC BY-4.14,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CH4.IC.MT.CE.AR5,CC BY-4.15,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CH4.IP.MT.CE.AR5,CC BY-4.17,Methane (CH4) emissions from Industrial Processes (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CH4.PI.MT.CE.AR5,CC BY-4.16,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CH4.TR.MT.CE.AR5,CC BY-4.18,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CH4.WA.MT.CE.AR5,CC BY-4.19,Methane (CH4) emissions from Waste (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
MS.MIL.XPND.GD.ZS,Use and distribution of these data are subject to Stockholm International Peace Research Institute (SIPRI) terms and conditions.,Military expenditure (% of GDP),, the length of borders that need defending, the quality of relations with neighbors," and the role of the armed forces in the body politic.""","Data on military expenditures are not compiled using standard definitions and are often incomplete and unreliable due to countries' reluctance to disclose military information. Even in countries where the parliament vigilantly reviews budgets and spending, military expenditures and arms transfers rarely receive close scrutiny or full, public disclosure (see Ball 1984 and Happe and Wakeman-Linn 1994). However, the Stockholm International Peace Research Institute (SIPRI) has adopted a definition of military expenditure derived from the North Atlantic Treaty Organization's (NATO) former definition (in use until 2002; see Definitions).

In the many cases where SIPRI cannot make independent estimates, it uses the national data provided. Because of the differences in definitions and the difficulty in verifying the accuracy and completeness of data, data on military expenditures are not always comparable across countries. However, SIPRI puts a high priority on ensuring that the data series for each country is comparable over time.",Data for some countries are based on partial or uncertain data or rough estimates.,,,,,,https://www.sipri.org/about/terms-and-conditions,,,,,,,
MS.MIL.XPND.ZS,Use and distribution of these data are subject to Stockholm International Peace Research Institute (SIPRI) terms and conditions.,Military expenditure (% of general government expenditure),, the length of borders that need defending, the quality of relations with neighbors, and the role of the armed forces in the body politic.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Comparisons of military spending among countries should take into account the many factors that influence perceptions of vulnerability and risk, including historical and cultural traditions, the length of borders that need defending, the quality of relations with neighbors,,,,,,,,,,,,,,,,,,
MS.MIL.XPND.CN,Use and distribution of these data are subject to Stockholm International Peace Research Institute (SIPRI) terms and conditions.,Military expenditure (current LCU),,,,,,https://www.sipri.org/about/terms-and-conditions,,,,,,,,,,,,,
MS.MIL.XPND.CD,Use and distribution of these data are subject to Stockholm International Peace Research Institute (SIPRI) terms and conditions.,Military expenditure (current USD),"Military expenditures data from SIPRI are derived from the NATO definition, which includes all current and capital expenditures on the armed forces.", the length of borders that need defending, the quality of relations with neighbors," and the role of the armed forces in the body politic.""","Data on military expenditures are not compiled using standard definitions and are often incomplete and unreliable due to countries' reluctance to disclose military information. Even in countries where the parliament vigilantly reviews budgets and spending, military expenditures and arms transfers rarely receive close scrutiny or full, public disclosure (see Ball 1984 and Happe and Wakeman-Linn 1994). However, the Stockholm International Peace Research Institute (SIPRI) has adopted a definition of military expenditure derived from the North Atlantic Treaty Organization's (NATO) former definition (in use until 2002; see Definitions).

Data on military expenditures as a share of central government expenditures use data on central government expenditures from the International Monetary Fund (IMF). Therefore the data may differ from comparable data published by national governments.

In the many cases where SIPRI cannot make independent estimates, it uses the national data provided. Because of the differences in definitions and the difficulty in verifying the accuracy and completeness of data, data on military expenditures are not always comparable across countries. However, SIPRI puts a high priority on ensuring that the data series for each country is comparable over time.",Data for some countries are based on partial or uncertain data or rough estimates. For additional details please refer to the military expenditure database on the SIPRI website: https://sipri.org/databases/milex,,,,,,https://www.sipri.org/about/terms-and-conditions,,,,,,,
NY.GDP.MINR.RT.ZS,CC BY-4.0,Mineral rents (% of GDP),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
IT.CEL.SETS,CC BY-4.0,Mobile cellular subscriptions,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
IT.CEL.SETS.P2,CC BY-4.0,Mobile cellular subscriptions (per 100 people),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FM.AST.PRVT.GD.ZS,CC BY-4.0,Monetary Sector credit to private sector (% GDP),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.STA.TRAF.P5,CC BY-4.0,"Mortality caused by road traffic injury (per 100,000 population)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.DYN.NCOM.ZS,CC BY-4.0,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.DYN.NCOM.FE.ZS,CC BY-4.0,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.DYN.NCOM.MA.ZS,CC BY-4.0,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.STA.AIRP.P5,CC BY-4.0,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.STA.AIRP.FE.P5,CC BY-4.0,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.STA.AIRP.MA.P5,CC BY-4.0,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.STA.POIS.P5,CC BY-4.0,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.STA.POIS.P5.FE,CC BY-4.0,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.STA.POIS.P5.MA,CC BY-4.0,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.STA.WASH.P5,CC BY-4.0,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SP.DYN.AMRT.FE,CC BY-4.0,"Mortality rate, adult, female (per 1,000 female adults)",,,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,
SP.DYN.AMRT.MA,CC BY-4.0,"Mortality rate, adult, male (per 1,000 male adults)",,,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,
SP.DYN.IMRT.IN,CC BY-4.0,"Mortality rate, infant (per 1,000 live births)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,,
SP.DYN.IMRT.FE.IN,CC BY-4.0,"Mortality rate, infant, female (per 1,000 live births)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,,
SP.DYN.IMRT.MA.IN,CC BY-4.0,"Mortality rate, infant, male (per 1,000 live births)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,,
SH.DYN.NMRT,CC BY-4.0,"Mortality rate, neonatal (per 1,000 live births)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,,
SH.DYN.MORT,CC BY-4.0,"Mortality rate, under-5 (per 1,000 live births)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,,
SH.DYN.MORT.FE,CC BY-4.0,"Mortality rate, under-5, female (per 1,000 live births)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,,
SH.DYN.MORT.MA,CC BY-4.0,"Mortality rate, under-5, male (per 1,000 live births)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,,
SI.POV.MPUN,CC BY-4.0,Multidimensional poverty headcount ratio (UNDP) (% of population),The multidimensional poverty headcount ratio (UNDP) represents the proportion of a population living in poverty according to UNDPs multidimensional poverty index.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SI.POV.MPWB,CC BY-4.0,Multidimensional poverty headcount ratio (World Bank) (% of population),The multidimensional poverty headcount ratio (World Bank) is the percentage of a population living in poverty according to the World Bank's multidimensional poverty measure.,,"World Bank, Poverty and Inequality Platform: https://pip.worldbank.org/",,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DT.TDS.MLAT.PG.ZS,CC BY-4.0,Multilateral debt service (% of public and publicly guaranteed debt service),"Multilateral debt service is the repayment of principal and interest to the World Bank, regional development banks, and other multilateral agencies.",,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DT.TDS.MLAT.CD,CC BY-4.0,"Multilateral debt service (TDS, current US$)","Public and publicly guaranteed multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
NY.GDP.NGAS.RT.ZS,CC BY-4.0,Natural gas rents (% of GDP),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
GC.AST.TOTL.GD.ZS,CC BY-4.0,Net acquisition of financial assets (% of GDP),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
GC.AST.TOTL.CN,CC BY-4.0,Net acquisition of financial assets (current LCU),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
TT.PRI.MRCH.XD.WD,CC BY-4.0,Net barter terms of trade index (2015 = 100),"Net barter terms of trade index is calculated as the percentage ratio of the export unit value indexes to the import unit value indexes, measured relative to the base year 2015.",,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.AUSL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Australia (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.AUTL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Austria (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.BELL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Belgium (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.CANL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Canada (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.CZEL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.DNKL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Denmark (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.ESTL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Estonia (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.CECL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.FINL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Finland (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.FRAL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, France (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.DEUL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Germany (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.GRCL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Greece (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.HUNL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Hungary (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.ISLL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Iceland (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.IRLL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Ireland (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.ITAL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Italy (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.JPNL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Japan (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
DC.DAC.KORL.CD,CC BY-4.0,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
